ID,Year,Games_Won,Games_Lost,Games_Drawn,Points_For,Points_Against,Percentage,Ladder_Position,Finals,Teams,Average_Age,Ladder_Position_Prev,Teams_Prev,Ladder_Position_Next,Teams_Next,Close_Games_Won,Close_Games_Lost,Away_Games_Won,Last_Five,Average_Attendance,Players_Used,Victorian
1294,199x,15,7,0,2294,1918,119.6,1,Runner-up,16,24.4,10.0,16.0,6,16,2,3,7,4,40856.0,34,True
678,197x,12,10,0,2153,2104,102.33,5,Finalist,12,23.8,8.0,12.0,6,12,3,3,6,3,21751.0,34,True
1484,189x,8,9,0,617,546,113.0,5,,8,23.4,6.0,8.0,6,8,3,3,3,0,,32,True
1295,194x,13,5,0,1864,1431,130.26,4,Runner-up,12,25.0,3.0,12.0,1,11,0,3,5,4,21510.0,35,True
1438,197x,2,20,0,1798,2398,74.98,12,,12,23.1,9.0,12.0,8,12,0,2,1,1,14263.0,42,False
326,199x,3,19,0,1976,2842,69.53,15,,15,24.5,14.0,14.0,14,15,1,2,1,0,11339.0,42,False
663,198x,17,5,0,2399,1957,122.59,2,Runner-up,12,24.3,5.0,12.0,10,12,6,0,8,2,45986.0,39,True
726,194x,10,9,1,1837,1614,113.82,8,,12,24.6,3.0,12.0,1,12,2,1,3,3,14500.0,36,True
1422,195x,13,5,0,1595,1293,123.36,2,Runner-up,12,24.7,1.0,12.0,9,12,4,3,5,1,29538.0,31,True
1322,200x,13,9,0,2011,1992,100.95,6,Finalist,16,24.3,5.0,16.0,8,16,4,2,6,3,57315.0,38,True
1001,201x,14,8,0,2174,1734,125.37,4,Finalist,16,25.6,3.0,16.0,10,17,3,4,6,2,36494.0,34,True
642,193x,10,8,0,1416,1428,99.16,6,,12,24.8,6.0,12.0,6,12,2,2,4,4,13046.0,34,True
647,202x,10,12,1,1856,1983,93.6,13,,18,25.7,7.0,18.0,18,18,2,3,4,1,49180.0,36,True
1346,197x,11,10,1,1958,2023,96.79,5,Finalist,12,23.3,7.0,12.0,7,12,5,5,4,2,22811.0,34,True
1286,196x,11,7,0,1630,1328,122.74,5,,12,22.6,2.0,12.0,4,12,2,3,5,3,27988.0,34,True
1579,198x,8,14,0,1932,2197,87.94,9,,12,24.8,9.0,12.0,6,12,4,5,5,1,20245.0,39,True
1292,198x,11,10,1,2355,2348,100.3,6,,14,24.2,9.0,12.0,9,14,4,2,4,2,18540.0,37,True
1411,196x,7,10,1,1234,1310,94.2,8,,12,23.0,7.0,12.0,12,12,1,4,3,3,15020.0,39,True
1394,198x,15,7,0,2566,1809,141.85,3,Runner-up,12,25.1,4.0,12.0,1,14,0,1,5,4,37269.0,39,True
1555,201x,11,10,1,2217,2217,100.0,8,Finalist,17,24.1,14.0,16.0,11,18,4,1,4,3,51460.0,35,True
1495,200x,15,7,0,2378,1940,122.58,3,Finalist,16,25.1,3.0,16.0,4,16,1,4,8,3,39217.0,31,True
813,199x,13,9,0,2106,1905,110.55,5,Finalist,15,23.8,9.0,15.0,7,16,3,3,4,2,27915.0,36,True
660,192x,10,6,0,1224,1092,112.09,3,Finalist,9,25.0,2.0,9.0,5,12,3,2,5,2,23173.0,36,True
1041,197x,17,5,0,2301,1957,117.58,2,Premier,12,23.5,2.0,12.0,1,12,3,1,10,3,40061.0,36,True
571,196x,7,11,0,1304,1413,92.29,8,,12,23.1,9.0,12.0,11,12,3,3,2,1,17729.0,38,False
696,197x,14,7,1,2338,1747,133.83,3,Finalist,12,22.8,4.0,12.0,1,12,1,5,7,1,34804.0,36,True
592,189x,4,9,1,509,485,104.95,6,,8,23.8,,,3,8,0,3,2,0,3000.0,37,True
1143,200x,4,18,0,2167,2911,74.44,15,,16,23.3,16.0,16.0,11,16,2,2,0,0,39307.0,35,True
1305,200x,21,1,0,2816,1770,159.1,1,Premier,16,25.2,1.0,16.0,1,16,0,1,11,4,54273.0,31,True
1219,195x,9,9,0,1428,1515,94.26,8,,12,23.1,8.0,12.0,6,12,3,3,2,1,20993.0,37,True
537,191x,6,5,1,803,803,100.0,2,Finalist,4,25.3,1.0,9.0,1,6,3,3,3,2,9690.0,27,True
1089,201x,16,6,0,2290,1629,140.58,3,Premier,18,25.7,7.0,17.0,4,18,3,3,8,3,31901.0,31,False
554,197x,15,7,0,2124,1803,117.8,3,Premier,12,24.5,3.0,12.0,1,12,4,3,6,3,29371.0,38,True
1230,191x,6,12,0,1072,1148,93.38,8,,10,24.7,3.0,10.0,6,10,3,3,4,2,5642.0,39,True
765,195x,10,8,0,1409,1310,107.56,5,,12,23.4,4.0,12.0,8,12,4,4,4,3,22774.0,36,True
1498,189x,8,9,0,586,648,90.43,5,,8,25.0,5.0,8.0,6,8,3,1,2,2,,39,False
496,197x,16,6,0,2146,1911,112.3,2,Premier,12,23.1,2.0,12.0,5,12,4,2,7,4,37323.0,37,True
98,201x,14,8,0,2145,2000,107.25,9,,18,24.8,11.0,18.0,7,18,4,1,8,1,47093.0,36,True
1050,193x,6,12,0,1380,1706,80.89,9,,12,24.7,11.0,12.0,7,12,1,2,1,1,13806.0,43,True
578,201x,7,15,0,1532,2212,69.26,15,,18,24.0,12.0,18.0,17,18,4,1,4,2,21384.0,40,False
1302,194x,3,15,0,1454,1775,81.92,11,,12,24.7,11.0,12.0,7,11,1,3,0,0,10116.0,37,True
759,198x,12,10,0,2315,2247,103.03,6,,12,24.2,10.0,12.0,4,12,4,2,4,4,36463.0,42,True
885,195x,12,5,1,1567,1129,138.8,1,Premier,12,23.1,1.0,12.0,1,12,2,4,4,3,37096.0,36,True
914,200x,20,2,0,2197,1411,155.71,1,Runner-up,16,25.4,4.0,16.0,3,16,4,2,10,3,41157.0,30,True
1068,200x,10,12,0,2156,2200,98.0,10,,16,23.7,10.0,16.0,6,16,2,4,2,1,28374.0,37,False
213,192x,8,7,1,1138,1043,109.11,5,,9,24.0,1.0,9.0,6,9,0,1,2,2,16901.0,28,True
402,197x,17,5,0,2558,1979,129.26,1,Premier,12,24.0,2.0,12.0,4,12,1,2,9,4,35294.0,38,True
812,199x,15,6,1,2206,1752,125.91,4,Premier,15,24.2,1.0,15.0,6,15,1,2,6,4,28362.0,37,False
892,201x,12,10,0,1932,1838,105.11,11,,18,24.9,7.0,18.0,8,18,0,2,5,3,46670.0,39,True
407,200x,15,7,0,2259,1858,121.58,2,Runner-up,16,24.1,4.0,16.0,13,16,1,0,8,4,53713.0,31,True
784,195x,9,9,0,1384,1403,98.65,7,,12,23.3,8.0,12.0,5,12,1,1,4,4,22106.0,37,True
1488,201x,10,12,0,1749,2123,82.38,10,,16,24.5,10.0,16.0,16,17,6,2,4,4,24298.0,37,False
1279,194x,11,7,1,1895,1509,125.58,5,,12,24.1,4.0,12.0,6,12,2,3,4,2,23721.0,35,True
1058,191x,16,2,0,1137,788,144.29,1,Premier,10,24.3,5.0,10.0,3,10,3,0,7,4,35218.0,34,True
657,201x,15,7,0,1902,1691,112.48,5,Finalist,18,25.7,2.0,18.0,5,18,2,2,7,2,45700.0,34,False
627,199x,7,15,0,1739,2277,76.37,15,,16,23.8,12.0,16.0,15,16,2,1,1,0,25138.0,39,False
989,192x,9,9,0,1376,1495,92.04,7,,12,25.0,7.0,12.0,2,12,4,3,5,1,18729.0,37,True
742,192x,14,4,0,1507,1233,122.22,3,Finalist,12,25.9,5.0,12.0,5,12,5,2,6,2,20651.0,32,True
698,201x,3,19,0,1534,2726,56.27,17,,17,21.8,,,17,18,2,1,2,0,22075.0,46,False
101,193x,11,7,0,1495,1259,118.75,4,Runner-up,12,23.6,7.0,12.0,1,12,2,2,4,3,17401.0,32,True
822,191x,10,8,0,994,979,101.53,6,,10,22.3,7.0,10.0,10,10,1,3,5,1,6532.0,27,True
416,194x,13,7,0,1718,1607,106.91,4,Premier,12,25.7,5.0,12.0,6,12,7,3,7,5,21897.0,35,True
514,195x,10,8,0,1308,1365,95.82,6,,12,24.0,4.0,12.0,2,12,3,0,2,4,20815.0,32,True
1102,194x,10,8,0,1730,1555,111.25,5,,12,25.9,5.0,12.0,1,12,1,4,5,5,14250.0,31,True
1086,195x,13,5,0,1420,1128,125.89,2,Runner-up,12,23.0,2.0,12.0,5,12,2,0,6,2,38741.0,35,True
957,200x,12,10,0,2198,2251,97.65,8,Finalist,16,24.5,9.0,16.0,6,16,2,2,6,4,34579.0,34,True
797,194x,10,5,0,1296,1125,115.2,2,Runner-up,11,25.0,1.0,11.0,3,12,2,3,6,1,15424.0,31,True
207,197x,18,4,0,2560,1959,130.68,1,Runner-up,12,24.1,12.0,12.0,3,12,3,3,9,3,40976.0,39,True
140,198x,9,13,0,2220,2557,86.82,8,,12,23.1,8.0,12.0,9,12,2,2,4,1,28397.0,36,True
1081,199x,13,8,1,2353,2047,114.95,7,Finalist,16,24.5,2.0,16.0,2,16,1,2,6,2,36939.0,33,True
42,198x,16,6,0,2789,2183,127.76,1,Finalist,12,25.1,5.0,12.0,11,12,0,2,7,2,23566.0,36,True
1046,193x,13,5,0,1702,1488,114.38,3,Finalist,12,24.5,1.0,12.0,5,12,4,2,6,3,24266.0,33,True
237,202x,8,14,0,1721,1986,86.66,14,,18,24.0,15.0,18.0,10,18,2,3,3,3,28273.0,38,False
388,192x,12,6,0,1548,1169,132.42,5,,12,25.5,3.0,12.0,3,12,1,1,5,3,17528.0,31,True
297,200x,12,10,0,2134,1906,111.96,6,Finalist,16,23.9,4.0,16.0,10,16,3,3,3,3,35815.0,37,True
428,194x,5,14,0,1280,1690,75.74,11,,12,24.8,11.0,12.0,12,12,2,1,2,2,11140.0,31,True
401,197x,14,8,0,1914,1828,104.7,4,Finalist,12,22.8,9.0,12.0,12,12,5,3,6,3,24772.0,35,False
607,198x,16,6,0,2470,2087,118.35,2,Finalist,12,24.5,10.0,12.0,3,14,3,4,8,2,27705.0,31,False
1198,190x,17,1,0,1125,664,169.43,1,Premier,10,25.4,1.0,8.0,2,10,7,0,8,5,39466.0,30,True
1119,201x,16,6,0,2012,1657,121.42,2,Premier,18,25.1,8.0,18.0,5,18,5,1,8,4,45771.0,33,False
662,192x,5,11,0,1022,1164,87.8,6,,9,25.1,6.0,9.0,9,9,1,2,4,0,6201.0,32,True
1187,197x,9,13,0,2390,2383,100.29,8,,12,24.4,5.0,12.0,10,12,1,0,2,1,19844.0,35,False
1407,201x,8,13,1,2069,2396,86.35,12,,17,23.1,15.0,16.0,12,18,2,1,4,3,40695.0,37,True
533,198x,4,18,0,2188,3052,71.69,11,,12,24.0,10.0,12.0,12,12,1,0,1,1,19982.0,43,True
66,198x,10,12,0,2102,2428,86.57,7,,12,23.5,12.0,12.0,7,12,3,2,4,3,20441.0,39,True
15,200x,4,18,0,1917,2642,72.56,15,,16,24.2,16.0,16.0,15,16,3,2,3,1,28077.0,39,True
1216,190x,4,12,1,726,940,77.23,7,,8,23.8,4.0,8.0,6,8,1,1,1,1,,34,True
1095,201x,19,3,0,2548,1619,157.38,2,Premier,17,25.7,2.0,16.0,6,18,6,2,9,4,43820.0,35,True
504,193x,7,11,0,1411,1581,89.25,9,,12,24.2,11.0,12.0,10,12,2,3,2,3,14472.0,34,True
389,192x,11,5,0,1131,971,116.48,2,Finalist,9,25.5,3.0,9.0,8,12,3,2,4,3,23515.0,32,False
194,190x,10,7,0,756,617,122.53,4,,8,24.4,3.0,8.0,3,8,1,1,2,4,,35,True
780,192x,8,10,0,1175,1082,108.6,7,,12,23.6,9.0,12.0,4,12,2,6,3,1,12449.0,34,True
223,195x,10,7,1,1533,1351,113.47,5,,12,24.2,3.0,12.0,2,12,3,4,2,3,19597.0,33,True
809,199x,12,10,0,2190,1879,116.55,7,Finalist,15,25.0,10.0,15.0,9,16,1,3,8,3,33234.0,32,True
1109,191x,14,4,0,1160,739,156.97,1,Runner-up,10,24.7,2.0,10.0,2,10,1,3,7,2,25496.0,26,False
901,192x,11,7,0,1441,1275,113.02,5,,12,24.7,8.0,12.0,6,12,4,3,7,3,17205.0,32,True
347,193x,1,17,0,969,1869,51.85,12,,12,23.6,12.0,12.0,12,12,0,1,0,0,9342.0,47,True
736,197x,6,16,0,1903,2426,78.44,11,,12,22.7,10.0,12.0,6,12,3,1,0,3,16144.0,34,True
304,200x,10,12,0,2139,2164,98.84,11,,16,24.2,2.0,16.0,13,16,1,3,5,1,35393.0,36,False
1045,196x,10,7,1,1469,1258,116.77,5,,12,23.8,2.0,12.0,10,12,4,3,4,3,21899.0,35,True
1315,197x,7,14,1,1860,2109,88.19,9,,12,21.9,7.0,12.0,5,12,3,3,4,3,15610.0,39,True
1528,195x,11,7,0,1321,1132,116.7,3,Finalist,12,22.9,7.0,12.0,6,12,2,4,4,3,26933.0,36,True
467,200x,12,10,0,2085,2026,102.91,8,Finalist,16,24.4,11.0,16.0,3,16,3,3,6,3,34369.0,37,False
1618,191x,10,6,0,1150,901,127.64,3,Finalist,9,26.7,3.0,8.0,3,9,2,2,4,3,25580.0,34,True
833,199x,7,14,1,1809,2415,74.91,13,,15,24.1,12.0,15.0,14,16,3,2,3,3,23287.0,41,True
278,197x,5,17,0,2117,2492,84.95,11,,12,23.3,6.0,12.0,12,12,2,4,2,1,19461.0,42,True
1024,196x,10,9,1,1941,1893,102.54,6,,12,22.8,1.0,12.0,11,12,2,3,4,2,21178.0,38,True
208,191x,1,17,0,692,1111,62.29,10,,10,23.9,10.0,10.0,9,10,0,3,0,1,4556.0,59,True
167,201x,12,10,0,1953,2041,95.69,9,,18,24.5,14.0,18.0,11,18,3,2,5,3,31164.0,35,True
746,197x,8,14,0,2203,2337,94.27,10,,12,22.5,9.0,12.0,5,12,2,6,3,0,24204.0,38,True
411,200x,9,12,1,2335,2246,103.96,12,,16,24.4,10.0,16.0,16,16,0,2,4,2,28361.0,34,True
719,197x,15,7,0,2041,1748,116.76,3,Runner-up,12,24.4,3.0,12.0,3,12,6,2,8,3,28903.0,38,True
1164,193x,6,12,0,1561,1709,91.34,9,,12,24.6,9.0,12.0,12,12,2,2,1,1,11771.0,39,True
580,199x,15,6,1,2096,1943,107.87,3,Finalist,16,23.6,9.0,15.0,9,16,4,2,7,3,44184.0,33,True
1455,193x,6,12,0,1565,1840,85.05,8,,12,24.4,8.0,12.0,10,12,0,3,2,2,11881.0,37,True
1051,199x,8,14,0,1873,2144,87.36,15,,16,25.3,8.0,16.0,13,16,2,2,3,0,32302.0,34,True
1055,200x,3,18,1,1791,2415,74.16,16,,16,24.0,16.0,16.0,15,16,1,3,1,1,36979.0,37,True
1453,192x,10,6,0,1085,966,112.32,4,Runner-up,9,26.8,1.0,9.0,3,9,3,3,5,3,40329.0,31,True
1138,196x,13,4,1,1328,1042,127.45,4,Finalist,12,23.0,2.0,12.0,3,12,2,2,6,3,34922.0,33,True
212,199x,11,10,1,1879,2054,91.48,7,Finalist,16,23.1,5.0,15.0,15,16,2,0,6,2,24164.0,39,True
36,200x,10,12,0,2254,2219,101.58,10,,16,25.3,8.0,16.0,7,16,1,6,4,3,26749.0,36,False
793,200x,10,12,0,2254,2198,102.55,11,,16,25.2,3.0,16.0,14,16,1,3,3,3,33526.0,40,False
521,194x,11,8,0,1742,1488,117.07,6,,12,24.8,4.0,12.0,2,12,3,5,6,4,20471.0,35,True
1493,199x,15,7,0,2201,1758,125.2,4,Finalist,16,24.3,5.0,16.0,5,16,1,1,6,3,30807.0,36,False
1521,193x,9,9,0,1623,1670,97.19,6,,12,24.0,10.0,12.0,6,12,5,2,4,2,12506.0,35,True
1596,201x,13,9,0,2045,1554,131.6,8,Finalist,18,25.1,2.0,18.0,1,18,2,4,5,2,42214.0,40,True
1430,194x,8,11,0,1328,1589,83.57,8,,12,24.7,10.0,12.0,1,12,3,1,3,3,12386.0,39,True
93,191x,8,10,0,1084,1077,100.65,8,,10,24.2,7.0,10.0,6,9,1,3,2,2,10400.0,36,True
1403,196x,4,16,0,1643,2035,80.74,11,,12,22.2,11.0,12.0,10,12,1,4,1,0,13533.0,39,True
921,202x,17,4,1,1888,1443,130.84,1,Premier,18,25.7,9.0,18.0,2,18,4,2,10,5,28813.0,34,True
579,196x,14,4,0,1467,1173,125.06,1,Premier,12,22.7,5.0,12.0,9,12,4,1,7,5,30540.0,30,True
1409,195x,13,5,0,1530,1262,121.24,3,Runner-up,12,24.4,1.0,12.0,8,12,5,1,5,4,29724.0,36,True
794,192x,11,5,0,1120,968,115.7,2,Runner-up,9,26.6,3.0,9.0,3,9,4,4,4,3,25092.0,29,True
248,201x,11,11,0,1872,1891,99.0,11,,18,23.0,16.0,18.0,4,18,2,1,3,2,18274.0,38,False
13,197x,7,14,1,2015,2463,81.81,9,,12,23.5,11.0,12.0,10,12,2,0,3,1,18293.0,42,True
324,197x,19,3,0,2460,1601,153.65,1,Premier,12,23.2,8.0,12.0,6,12,3,1,9,4,29676.0,31,True
615,191x,14,2,0,1168,703,166.15,1,Runner-up,9,26.0,5.0,10.0,2,4,1,2,7,2,28363.0,25,True
397,196x,5,12,1,1190,1318,90.29,10,,12,22.8,6.0,12.0,6,12,3,3,2,1,22480.0,36,True
1337,193x,6,11,1,1482,1661,89.22,8,,12,24.6,10.0,12.0,7,12,3,3,2,2,11808.0,38,True
173,192x,5,11,0,940,1266,74.25,8,,9,26.8,9.0,9.0,6,9,0,0,3,1,10757.0,35,True
860,201x,12,10,0,1956,1859,105.22,8,Finalist,18,26.7,8.0,18.0,15,18,3,2,5,0,31361.0,34,True
21,199x,5,17,0,2160,2938,73.52,13,,15,23.4,13.0,15.0,14,15,1,2,1,1,21572.0,37,True
661,197x,9,13,0,2092,2234,93.64,10,,12,23.0,12.0,12.0,6,12,3,4,2,2,19874.0,39,True
1551,192x,6,8,2,1096,1149,95.39,6,,9,26.1,8.0,9.0,6,9,3,2,2,3,10650.0,32,True
1189,195x,7,11,0,1425,1611,88.45,10,,12,23.1,7.0,12.0,11,12,1,4,2,1,20927.0,38,True
1571,191x,5,7,0,792,881,89.9,3,Finalist,4,24.2,6.0,9.0,6,6,3,3,2,2,11728.0,30,True
851,193x,14,3,1,1526,1096,139.23,2,Premier,12,24.7,2.0,12.0,1,12,4,2,7,5,23802.0,29,True
1306,200x,11,11,0,2232,2088,106.9,9,,16,23.1,15.0,16.0,4,16,3,3,6,2,49236.0,34,True
577,196x,13,6,1,2092,1745,119.89,3,Finalist,12,23.5,3.0,12.0,5,12,1,2,6,3,25800.0,30,True
1578,202x,11,11,0,1703,1715,99.3,10,,18,26.0,10.0,18.0,6,18,2,1,6,2,27034.0,35,True
702,193x,4,14,0,1414,1717,82.35,11,,12,24.0,8.0,12.0,10,12,1,3,2,1,11018.0,34,True
986,199x,7,15,0,2141,2450,87.39,13,,15,23.4,11.0,14.0,13,15,2,3,4,2,21295.0,41,True
196,199x,14,7,1,2209,2023,109.19,6,Finalist,16,24.7,4.0,16.0,14,16,2,4,5,3,44850.0,36,True
1004,202x,9,14,0,1839,2006,91.67,15,,18,25.1,12.0,18.0,13,18,1,3,2,1,19229.0,40,False
716,198x,2,20,0,1764,2680,65.82,11,,12,23.9,10.0,12.0,12,12,1,4,1,0,16852.0,39,True
1542,194x,8,10,0,1695,1760,96.31,7,,12,24.7,7.0,12.0,6,11,3,1,4,3,9874.0,39,True
523,202x,16,6,0,1936,1483,130.55,2,Finalist,18,25.9,1.0,18.0,4,18,2,2,8,2,39490.0,33,True
1115,196x,9,11,0,1803,1747,103.21,7,,12,22.9,4.0,12.0,3,12,2,4,3,1,21640.0,37,True
486,201x,6,16,0,1594,2038,78.21,16,,18,24.6,14.0,18.0,18,18,3,2,2,1,39710.0,39,True
878,195x,7,11,0,1224,1433,85.42,9,,12,24.2,2.0,12.0,7,12,2,3,3,2,15000.0,36,True
764,198x,15,7,0,2608,2059,126.66,3,Finalist,12,24.7,6.0,12.0,5,12,2,2,8,2,24687.0,35,True
259,201x,10,11,1,2169,1943,111.63,12,,18,23.8,12.0,17.0,5,18,1,5,5,3,39614.0,37,True
22,199x,6,16,0,1850,2293,80.68,14,,16,24.5,4.0,16.0,3,16,2,2,1,0,31337.0,38,True
1377,193x,12,6,0,1942,1652,117.55,4,Runner-up,12,24.2,3.0,12.0,2,12,3,2,5,4,27875.0,35,True
471,198x,12,10,0,2186,2017,108.38,6,,14,24.3,9.0,14.0,2,14,0,1,4,2,23379.0,41,True
1220,199x,12,10,0,2018,1926,104.78,9,,16,23.8,13.0,16.0,12,16,2,1,1,2,46537.0,37,True
285,199x,2,20,0,1617,2780,58.17,16,,16,23.5,14.0,15.0,16,16,1,1,2,0,15819.0,37,True
984,202x,12,10,0,1973,1812,108.89,8,Finalist,18,25.6,5.0,18.0,9,18,3,1,5,2,28600.0,41,True
1252,198x,15,7,0,2846,2197,129.54,3,Finalist,14,25.3,2.0,12.0,7,14,3,2,7,1,25753.0,32,False
395,196x,13,7,0,2060,1653,124.62,4,Premier,12,23.0,5.0,12.0,6,12,2,5,6,5,38644.0,39,True
823,190x,7,10,0,844,989,85.34,6,,8,24.7,7.0,8.0,10,10,4,3,4,1,,32,True
1479,192x,6,8,2,957,921,103.91,5,,9,25.8,2.0,9.0,3,9,1,3,2,2,16078.0,33,True
1558,200x,5,17,0,1899,2344,81.02,14,,16,24.0,6.0,16.0,5,16,2,3,1,0,29279.0,33,True
353,194x,14,5,0,1471,1235,119.11,1,Finalist,12,24.5,8.0,12.0,2,12,5,0,5,2,22475.0,36,True
787,192x,10,6,0,1083,1057,102.46,4,Runner-up,9,25.6,8.0,9.0,7,12,3,0,5,4,22465.0,38,True
1372,196x,6,11,1,1311,1373,95.48,9,,12,22.3,10.0,12.0,6,12,0,3,2,2,15574.0,40,True
136,190x,6,10,1,691,879,78.61,6,,8,25.0,2.0,8.0,4,8,3,2,2,2,,40,True
893,196x,4,14,0,1114,1580,70.51,11,,12,22.7,12.0,12.0,12,12,3,1,2,1,14446.0,40,True
1158,202x,9,12,1,1743,1780,97.92,12,,18,25.4,3.0,18.0,7,18,1,4,3,1,33704.0,40,True
1436,199x,12,8,0,2168,1840,117.83,5,Finalist,15,24.3,9.0,15.0,11,15,2,3,3,2,37691.0,34,False
89,201x,7,15,0,1775,2158,82.25,13,,16,24.2,6.0,16.0,15,17,2,3,3,2,29072.0,36,False
1525,194x,10,8,0,1676,1517,110.48,6,,12,24.4,6.0,12.0,4,11,0,2,4,2,13263.0,35,True
340,197x,16,5,1,2245,1690,132.84,1,Finalist,12,24.3,2.0,12.0,6,12,3,2,7,2,31522.0,33,True
1276,195x,9,9,1,1420,1379,102.97,6,,12,23.3,12.0,12.0,11,12,2,3,5,2,21196.0,34,True
478,200x,4,18,0,1706,2285,74.66,16,,16,23.3,16.0,16.0,12,16,2,3,1,1,28753.0,40,True
126,194x,13,6,0,1649,1366,120.72,4,Premier,12,25.2,1.0,12.0,1,12,0,2,7,5,27620.0,33,True
1074,192x,5,13,0,1461,1709,85.49,10,,12,24.5,6.0,12.0,8,12,3,4,2,2,15306.0,37,False
1128,196x,13,5,0,1501,1071,140.15,4,Finalist,12,23.2,6.0,12.0,6,12,2,4,6,4,32308.0,32,True
1165,192x,7,9,0,1099,1012,108.6,5,,9,26.5,2.0,9.0,7,9,1,3,2,1,8230.0,29,False
1334,190x,1,16,0,681,1397,48.75,8,,8,23.7,8.0,8.0,7,8,1,1,0,0,,44,True
882,195x,6,12,0,1355,1611,84.11,11,,12,22.9,8.0,12.0,3,12,2,3,1,3,19055.0,41,True
1501,202x,9,7,1,965,881,109.53,8,Finalist,18,25.9,4.0,18.0,17,18,2,2,4,2,11815.0,40,True
1161,197x,14,7,1,2370,2085,113.67,4,Finalist,12,23.8,7.0,12.0,7,12,2,1,5,4,32125.0,38,True
